978	47224,32669,13329,19093,54793,3393,8896,35933,18891,51547,15202,52051,1403,21971,3854,52314,51545,28670,33245,22929,32399,18316,7925,13648,21172,34716,43918,32023,30404,1936,30925,16694,2502,44639,52933,3615,37607,13285,51292,31888,40027,34280,18699,14522,33956,47179,36369,8536,52553,52060,24846,6413,8626,37922,32652,52462,24189,9903,6783,17022,15794,32089,45990,37870,5622,24685,40236,43816,6698,51219,14507,36264,31655,18396,5849,28852,52787,8765,41971,4875,4584,39113,23027,21905,12300,32632,52305,41842,13700,23609,32332,47629,5983,40567,44191,13061,33090,26057,36642,37650
908	47419,10168,31796,26007,45375,13790,37466,16044,5485,50361,42717,51370,26110,47990,14718,21176,34402,33472,7265,19123,888,31527,53869,8292,45136,1480,8825,33852,19659,51070,54385,36734,42234,3717,37832,54215,52152,5643,31306,43152,28905,54402,55062,41036,33282,30287,21598,43840,9751,4294,44027,50526,39945,3329,587,32275,47245,53741,20818,29527,50617,10432,26504,29262,38126,17127,20529,1674,51159,16954,23250,21128,8406,17592,45775,23324,28018,43341,36362,6756,7914,36212,55261,4028,6215,23870,14498,52305,31521,42709,9033,11852,48865,43585,42195,40040,13278,47250,10841,38629
1020	40806,39798,35669,45583,4214,6301,29702,47731,52002,30980,49410,27672,41349,30849,33363,26797,11704,32419,35758,25699,3729,22580,53875,239,51543,1861,17484,22690,2761,53852,42399,33042,19921,7244,43333,54795,9869,24451,13887,49280,3459,3364,45881,3088,20880,25162,7252,13970,18388,34246,32363,16627,38196,12299,14216,21362,48669,4007,54447,10955,10271,27270,26961,47870,44257,52116,20788,23854,22216,32981,50704,3382,25965,36581,17204,5470,24003,20404,34368,15619,48687,14125,50562,34961,22865,22671,25934,20616,38476,36226,48870,15254,19474,23124,17794,29250,4843,36169,44573,26640
780	38011,753,25009,10689,5539,20694,46691,3188,32513,21447,32545,54673,42646,14745,13292,43940,24779,42684,22317,44104,9621,50742,18736,44785,21692,31072,36549,51276,23790,9814,4856,46616,37946,23637,42736,52186,20151,29791,10289,34287,21010,9507,47922,9901,6863,87,55046,3726,23956,13118,46255,19143,33901,26874,10791,19548,49094,24640,482,52103,16200,53965,13642,42848,13050,27950,47958,45978,25225,29776,4522,26471,5754,33477,49738,4733,28670,53930,46397,30362,42599,54689,34111,11544,26519,39594,18792,50627,46480,36225,51389,2716,10909,36126,8878,22375,9864,17591,13143,54882
77	4388,33096,21499,34999,14666,32141,50352,3760,54320,21727,25518,48791,43000,1874,2765,27995,31996,29019,42525,13905,32300,21178,14487,23942,27851,9042,6342,3025,24827,13208,19851,13794,30633,47342,17542,48644,46757,892,13009,48841,46708,23707,40655,3452,4151,36160,28794,17628,44572,21273,7086,32994,49036,7875,47137,31956,12020,9975,6512,33506,54494,8147,8996,30663,44312,38225,45308,48363,30548,34500,50105,37029,5040,1758,54952,13248,45590,33515,39443,45757,33863,42447,20574,47371,8830,2829,30274,2816,34998,49901,41872,31868,26294,22634,22422,54884,6611,23121,11134,6145
177	22258,53702,1084,12962,4158,55043,37091,8127,7084,5943,35596,54103,37398,15306,20979,9079,37647,26678,24025,27845,17888,28116,16739,17776,10543,14532,29460,39037,24351,2559,47527,21293,48669,54986,15256,29435,31824,3396,52598,30243,17040,12632,13599,37697,40525,9682,17284,32339,30383,30037,3046,40845,53735,8607,34498,43078,42994,43380,13274,6733,12523,21074,31356,41261,12712,18924,30484,9577,52056,1615,25582,30201,16661,41272,24063,53795,44308,46806,41215,44329,52537,49613,39554,39176,11625,6959,11598,52204,13142,5134,39898,42502,35173,52582,23930,24629,3056,20102,16287,46078
232	31610,24237,53506,31417,44088,33637,24630,29402,33393,15741,31550,41609,21226,4616,31333,49175,29673,7973,47564,28736,44480,8346,14179,27605,14414,21877,15040,16614,53478,46020,9364,8942,36069,16970,49680,533,20917,51544,15003,5044,49419,6974,28447,20877,12848,21209,28299,22579,49426,42687,1006,39660,29448,10269,8230,42395,14455,45585,3843,24837,48360,26475,43836,4076,9955,29112,47904,17707,4169,2369,7983,11848,6026,52130,959,21948,47086,4863,13048,38571,19998,25288,4289,39168,55049,41412,24925,53573,49777,1635,12749,22435,14866,31119,16193,50258,54136,53218,54487,28213
86	41873,2811,47664,48158,48179,50923,47110,7861,28219,8731,25150,47744,36665,54508,20181,12208,16512,23886,12145,24813,48186,43375,34149,20137,18685,28791,20519,38118,15676,9963,13047,43946,19278,4770,47785,2894,29798,40240,50717,42888,14313,10232,53134,34297,21980,14289,6580,29792,34721,3999,54132,49151,43257,37028,38708,43808,12545,2722,46669,26786,27373,46126,1483,18710,31892,32714,48889,20845,52245,36243,24239,23687,10829,33655,6726,3591,3809,24423,54850,47577,16729,35300,28572,28412,24641,24275,21482,2313,53347,55079,46439,29635,23123,25744,22599,10287,30821,27824,39450,45492
57	39714,21126,31849,27481,7173,33227,41541,32770,6019,52830,48482,18750,50897,51199,38171,17364,46738,38598,7682,42893,38041,20626,41108,32955,41105,12661,10923,15774,26532,49409,13530,42353,24644,28976,336,6529,37137,46611,11280,33960,10521,21728,10420,25758,52542,17864,50141,25060,36136,1592,16166,49548,23812,32593,49830,51654,39504,49546,7213,54326,16828,11039,20218,45606,24501,16778,30310,20422,38844,17610,35308,26407,44485,2207,26322,24409,26392,39119,32865,20811,3684,55319,17326,7235,14966,8893,19616,22587,6390,25950,5172,44050,2978,40321,30838,31427,20334,36443,23782,13606
818	3190,53275,6271,40010,52045,45177,7853,17340,16927,4268,28696,8335,34270,49567,26088,40539,48444,31270,2006,44498,20280,17637,3455,24760,34685,19352,957,27761,6089,3671,52131,37725,44415,27527,47687,11826,48712,914,3672,20598,17595,13304,34896,15329,35844,19632,16233,29456,20368,45340,34621,22824,48452,50070,51842,36344,37602,33573,9644,15038,26563,7660,2313,20776,12176,35274,43690,21081,40940,15223,42586,40572,41152,51274,21449,39456,28000,32792,18823,41369,4239,8350,36250,11590,40046,4175,36063,15257,45826,52307,24113,7745,44130,30833,40993,10502,26750,15677,31439,50757
1030	8723,276,24220,32469,29554,17182,44461,52489,5538,3653,15352,25614,28269,31788,47012,16853,2356,8822,42094,55166,11612,23476,54720,50395,43666,583,46246,35880,10601,9496,51862,31208,35383,4935,20511,15590,41590,43188,50707,7094,53532,21485,4322,2603,3266,7677,3018,30832,2099,35460,47415,2231,39153,53007,11785,49040,28212,4228,40886,2504,53186,19735,30024,33861,52286,3015,1725,6237,26498,52738,52248,27305,39761,51857,41554,16042,879,52501,21477,35719,14476,25233,29464,42784,47081,3052,42235,17217,32926,29845,21509,29634,30980,9855,19770,273,42444,46719,25241,19850
1307	11081,18447,18117,1221,25074,52916,18762,18080,20687,37810,15581,12574,35584,4459,26076,32199,42376,2544,13981,12342,1258,31232,11831,9634,7691,24831,3186,16937,26885,47023,53351,32675,42498,55213,4408,35688,19953,34648,25058,25245,48235,17492,54554,10766,53115,19943,30315,18369,20444,4235,12583,19506,10287,18105,52356,3413,29668,34654,22732,33132,4857,12827,53833,32356,15976,36360,36162,44668,49414,31872,38669,24109,15416,31464,30751,51684,22701,26142,47504,36359,50777,6074,12537,38483,53726,39345,47958,51952,18543,5778,19772,34822,19497,37352,32410,39167,24167,15246,45169,556
1300	7534,20118,45424,4075,47757,43388,29528,18689,8457,350,1308,15304,1071,6072,11347,6816,17706,41330,7371,34957,14785,46203,41915,42554,47032,26144,1126,10545,50754,33367,9287,44440,5866,49047,41861,28736,24988,29603,37414,29155,25888,47339,21888,27353,29779,42992,14519,19772,51928,41626,47286,52227,13758,5689,26602,40207,12509,32521,6649,18792,26745,19249,37606,29720,31539,10510,18381,26411,31295,46239,41827,19098,24296,23368,2203,9691,50956,9650,20284,23639,52039,16842,48427,49820,16679,2847,44274,16607,32001,6076,47334,12539,39758,54818,6599,45319,40634,32621,48933,8511
256	1920,51141,21179,41665,33126,43590,53494,15451,8362,22202,29892,18414,46272,10581,23083,14693,30449,41318,14281,33443,682,28278,32692,46336,44742,25777,37821,42323,4328,39633,46133,4929,35003,3657,50176,43774,9906,33446,37040,13989,18290,6492,44957,8618,9826,28017,19265,53919,26433,28240,15732,43327,36320,7283,1674,34444,49453,11157,9828,2825,15266,37085,25697,53661,24584,46248,3871,18758,22072,18470,16452,49683,18335,44467,28660,26152,23757,6300,26388,44493,23451,48083,52596,43793,14457,31396,25994,26578,3798,28905,47062,32776,34386,29053,51389,36536,39532,7860,10106,2086
128	44801,2639,47386,31912,37875,14834,52801,38077,8982,7849,38423,53476,16475,29683,1476,6263,12760,45777,45425,34448,25978,1559,17607,37487,312,38840,4616,52632,35899,53483,15148,37682,40667,20641,4136,8571,41583,3009,27929,14908,18056,31023,13294,36896,6355,16614,6378,37317,21555,13445,31033,49905,52218,12885,18866,392,27845,38233,25781,30746,36767,27248,47378,1973,38511,39078,14783,51361,41452,34892,47793,14065,47553,27794,38795,33320,32920,11902,28283,47773,15286,49137,28690,28684,5705,43915,21930,15788,29098,35617,37154,24482,44154,10408,18653,33632,21613,30176,3877,44058
1290	41923,11086,36814,17065,20746,40340,47498,54796,28327,51018,25529,18675,7212,55093,17599,50852,46387,31100,41548,39792,41969,35518,42508,3763,12231,52981,16503,32060,16426,17685,41580,9892,52117,6161,12283,46034,2052,25292,24101,52273,8917,10353,42221,40717,34534,35309,18674,48564,36574,35938,30685,47727,35517,11124,26463,47327,19860,45041,5757,31096,12858,51009,44143,32152,5725,51892,25376,2516,27615,43869,34782,41627,13498,6607,34253,33270,23577,22150,6575,32989,3960,1727,754,21322,30405,34426,29694,28648,50147,220,36527,38119,42286,38848,23336,51606,27963,50656,44006,34374
1138	28096,394,41441,42281,15984,5612,55195,44245,51769,32949,15943,15772,52994,33675,29764,37935,16562,37110,29022,36956,20563,20463,952,22881,46595,53463,19071,25354,12137,35375,45681,36641,15883,26627,31751,46061,54485,55216,3308,49129,12408,13510,32261,39957,31537,33029,527,21244,1648,45944,34575,17714,42774,43942,2080,28251,54313,34896,41102,23815,41660,33110,21727,41979,27402,45888,17066,40054,47320,53809,25705,45359,26077,47887,51440,49632,16086,41136,34379,42737,10146,16938,23191,2584,18266,22934,13368,35355,32781,6663,40622,16206,38248,12052,38759,18470,37762,4256,20052,5673
1028	20359,20443,54827,31833,46380,47357,8398,34665,36677,28079,15922,6979,49069,4224,2967,47112,22878,35205,22936,53971,33789,8586,33227,49791,26010,23654,53540,13873,25071,39427,19723,55344,44677,42647,2872,14502,34819,6654,39686,281,19797,12846,19193,38148,10219,27728,45227,9328,38227,18992,2794,33458,18157,43106,10928,40913,26945,46698,28100,12223,11185,26799,33351,26358,10341,36199,17548,17538,48198,18667,36264,37332,37755,53544,49138,41507,32765,48861,14810,18111,3425,30492,25715,51887,45819,46775,20410,13576,46765,41022,34023,44010,20648,41949,54566,54418,2496,34378,30144,23994
1369	41889,41131,40426,19921,34970,11651,26264,45671,27337,34909,7374,33002,29631,32901,39026,6768,28295,41410,550,3745,4534,11412,26812,2999,23648,13640,10466,16478,19773,41245,16081,9610,34056,31963,5846,15101,49353,337,47806,31273,20829,42580,36311,50056,19283,42790,29556,24003,21255,27517,8828,3926,52764,1755,19364,12001,24911,43395,25100,2897,4280,15468,565,24823,27172,43716,41173,41145,51813,31298,31057,44421,38399,50502,46307,4499,47235,22667,2938,22277,24056,8513,23761,503,10527,3942,53618,30342,34958,39527,3229,19381,22033,3050,1160,29051,1683,39923,54552,54222
241	36108,39323,54742,28379,13557,15868,44524,30713,28969,16117,37696,48540,39126,3426,6270,10650,1573,32756,51917,11046,44242,45149,23701,35327,46964,3289,5465,32124,23512,54921,29724,50643,35351,42155,11414,36559,19774,43259,2893,41400,9164,36046,7239,13224,38119,24179,15052,53481,47141,36596,49613,40934,34096,2302,53030,29154,40459,23444,5491,18115,37427,9102,48280,41947,10677,30127,48297,52338,1392,11071,45688,13534,48686,51765,50601,11949,25200,42112,17314,52779,40147,35653,52372,16284,41251,6846,19670,1380,11299,21992,25063,38464,48259,44870,37357,49897,16378,35750,11186,6934
49	34001,40919,10129,53544,54948,2196,45844,18803,27626,7690,9886,9446,16843,43636,25339,11498,35711,33083,48701,14642,33045,34222,37201,23586,45259,17458,25244,49117,46719,36201,42615,17685,39918,43905,6157,50476,29444,21338,13484,32983,24584,13947,8009,50982,37920,38548,15393,18690,9896,51428,5572,51616,6270,15228,4366,10249,22676,27278,25671,12856,7973,1019,47277,51974,30134,30450,10276,28889,30224,27583,40073,8633,16290,23933,3124,19782,48270,56,33977,21860,53576,45443,54033,37675,19012,22401,17459,10663,14104,52170,4701,42670,52049,3404,17305,25640,24304,51036,12425,37381
1387	44308,26648,1301,22199,19502,36509,7180,33653,26370,17221,7441,8501,9393,9468,52084,32552,10887,41437,37569,6403,6018,43797,3978,3812,9445,34714,16182,42301,46522,48817,37553,23019,45784,16099,36377,24642,10145,44905,46999,49734,18749,6298,31162,36396,6277,54547,54262,29657,29162,30609,19142,53719,3616,7009,48914,53539,45057,20508,52978,47341,21322,40552,54005,22063,38742,9754,9817,26147,34418,17718,12862,28650,14504,314,29190,51120,32833,5158,41402,53493,16891,39295,21552,5659,35918,16277,44810,49840,40188,45887,45756,39439,43175,5179,6987,17284,25654,30504,35330,42730
1123	8836,42637,41163,38088,50996,49179,27657,43874,24770,24159,6484,48262,28608,34277,24417,1383,3285,15028,27763,12063,8170,853,18342,45476,3643,1338,3271,53894,43730,12303,7491,5241,8109,34016,1108,44337,29888,18087,50935,22512,1145,4908,22827,23395,36410,52473,35511,11041,6479,51604,2330,1488,26416,24330,12298,51369,47390,41172,7719,22522,33300,2673,22119,15254,6755,806,32508,48680,7381,44278,44970,34604,52053,5542,48366,37878,30396,24912,43751,47403,33746,13894,21861,12006,50110,37083,3877,50068,21211,18649,34708,26017,17815,11587,5693,19111,485,7690,19822,9958
1287	15444,10589,14486,53124,14000,8936,6743,14235,50769,25254,6450,46348,23949,24897,4984,52029,10415,26901,1785,48591,30618,25827,28587,19327,23461,40358,50081,2763,13573,352,30400,14115,11438,15650,331,26257,19633,21903,51282,23208,50909,47206,7278,13244,21871,43373,43115,6415,20170,17084,13343,18365,37624,13642,7172,1080,34801,40130,28355,8108,12110,22297,8971,40269,5306,34499,2196,54999,17989,36515,28852,44865,539,4955,40066,4339,15783,32152,38439,18077,18792,45607,42029,8248,13660,2974,20209,55317,19453,12922,42115,834,18609,48139,45922,55271,54423,6797,21585,23761
1190	37706,8869,49717,16876,32564,36949,19785,7982,37006,21324,13823,21781,18084,47942,24575,4933,21751,45283,49714,40704,7653,11255,6813,20946,16666,2082,31034,53526,6624,27160,38367,15558,24075,14868,29410,43210,22835,52329,55148,9190,12198,28595,4846,50587,47444,18123,12315,34206,16841,38097,19391,39314,5148,25968,6872,46033,40481,43502,26214,40625,41078,33742,36664,18000,26762,17331,26118,19127,2990,17682,23257,35027,31944,1390,48320,892,6362,1828,49370,48302,27580,15347,39872,9365,2073,10224,49043,52184,24583,25070,20032,22108,36940,14084,23583,28644,38521,23478,28512,28892
1416	24142,36955,48373,7749,1580,2532,15611,40865,29151,30009,32264,42191,22802,54696,40480,54747,48120,25994,47080,12756,9042,15345,28994,54438,31317,19301,32063,54079,28539,14655,29156,46924,16285,7630,44353,50501,6193,53540,2096,53672,41552,54499,10227,17450,46484,19683,36468,38014,40341,13605,36279,43275,39126,18982,32912,1292,49622,45953,23217,12162,8218,2549,16639,21332,2328,28760,46791,5806,1723,23510,49389,38444,46938,22764,15138,21218,1847,37751,11294,37011,54584,21599,53331,11953,46746,27167,24046,25563,41813,51713,16396,37437,40569,26058,52944,43052,40152,15647,1623,15688
1221	10475,6698,16877,9343,2984,48349,23646,32186,30204,26723,10272,19656,37903,12980,44143,54579,14941,44795,5257,9473,2678,12409,4735,44936,30364,43125,38516,37689,50365,41872,20686,44959,40434,1186,1133,52826,36846,34453,9602,50637,22941,21250,9287,45329,5712,34800,5831,7088,16373,10517,19254,54514,35670,3025,8431,9195,25374,2145,2234,12008,54654,4568,8230,9481,28321,9076,53270,32731,30537,44223,14120,29613,24418,43911,31476,55269,31619,24936,15155,37911,7970,5243,41685,34513,41832,37239,30114,35890,3520,7329,42234,16846,50318,6825,38885,45546,24845,38501,1508,11431
1457	54355,40753,19320,9145,48758,14964,6997,52013,13794,10084,29248,6629,5853,36083,52183,26055,53786,40400,40501,12401,35359,25992,17762,38987,27298,42581,788,7853,31125,25333,46117,15553,34757,18708,17022,54697,33589,36162,17956,26011,4723,44986,51367,50398,36933,1700,24303,55306,2736,4421,46504,16430,38025,13009,16011,31223,50955,51663,42337,44087,42951,3514,32031,47601,7299,53166,23254,36618,41950,31022,41017,7324,280,4121,51949,14913,17237,30046,44893,28329,28519,17170,14580,22615,29084,29256,13555,48183,11055,25366,8030,38593,33637,18090,13591,17411,14951,6501,53230,31271
1466	1625,16055,2939,23241,44806,14898,26662,31791,16524,24965,11616,20610,47941,21141,17310,23566,19836,36457,4732,13315,44571,47572,1158,30943,31710,13433,50697,38395,14481,24169,29235,28716,8548,28433,15850,47465,44587,22707,47324,6891,220,48087,26789,4926,5349,25123,8183,53103,28128,32837,16954,48809,52145,1100,22089,49878,48489,4498,17275,37151,10445,14121,26432,6632,46840,50299,14930,11161,19908,13899,23770,12841,22578,7488,23902,46834,15486,34379,41451,24280,17559,1998,45252,6350,27490,36498,2173,10620,21321,31577,40706,41269,12691,15733,53559,4319,5569,37851,50912,18108
402	8972,48071,2296,8310,26171,27977,26695,16523,29682,49844,47374,32489,7024,1109,48834,4928,10751,43075,29650,28853,28684,36381,17898,27816,28284,55216,27348,5278,55340,53267,39802,17441,35392,54807,40537,18393,17380,1208,43001,50957,33484,20961,18515,37182,17479,15026,21365,42088,54865,41660,48654,55138,27372,33949,14508,19179,29242,39375,48886,29100,34622,20055,7293,16687,18971,19224,12822,30949,26915,27133,14371,37332,49183,54600,37374,50371,21209,30138,35791,22066,13769,22028,15442,9643,42875,54841,20958,23918,34826,29342,46572,53640,11766,31233,28277,26031,22772,2273,43260,46441
960	28499,54872,43899,10091,27741,10549,17090,48268,50505,53056,19707,47160,19917,21092,43613,20022,31481,51247,41646,54465,40951,41842,27431,46163,25552,44436,54286,75,38931,19756,37772,15705,23361,42705,36381,51457,27152,24070,40798,9826,19105,53616,38214,21311,26309,39197,32879,38820,4398,16358,24306,47899,43491,4229,51995,49500,44215,5041,2816,341,37847,40790,8665,43280,42938,1248,34130,21665,6967,31346,3069,47645,23510,23430,33437,17804,48846,10719,16870,19551,21256,8454,44451,29461,34803,8838,47584,28324,49450,32035,42248,292,46461,11302,7150,5198,44597,26447,11936,33951
1477	19500,37054,19364,44509,26284,40360,36673,52813,1834,25375,9391,2876,18322,24490,27835,7570,13381,44349,5924,53463,29834,30610,34152,53064,13170,43031,13094,42517,53053,29012,44694,9973,18072,18944,23585,34265,36556,32474,7108,3088,29351,33985,38603,1307,39006,2817,15098,8825,20097,48560,24754,29973,2967,1397,9006,31085,39326,35773,20916,42709,42787,32657,1418,17180,48979,46561,27229,41575,38735,49761,29527,347,12149,12884,10569,19085,41669,53605,39222,3533,17597,40979,5321,50022,36306,4433,36296,33160,23090,21903,24909,42771,20422,50676,48685,2906,2023,46703,38933,28368
774	32217,16508,15086,19263,35675,34913,9375,7156,3479,13170,6243,54519,7258,52821,50409,26826,26853,24220,40007,19935,42257,33971,25115,53861,52227,27911,16899,9008,36020,42614,40812,22135,16607,46739,38821,12864,50251,12875,118,48367,37477,25158,19363,10315,3147,11704,19766,3432,1789,38907,38624,43143,43478,46591,7884,35654,35813,28526,25873,39267,45260,30635,10153,25748,5828,31480,38641,46849,18133,23193,32264,53155,52724,32895,55331,44563,33193,28635,31017,14941,6276,43209,54982,31771,49466,38595,53425,54586,36813,21853,24166,52960,51089,37718,14467,54705,18652,9913,30453,21361
547	15046,54685,9928,30898,53851,14347,19753,37097,17766,14670,7791,30632,19294,4550,4318,16595,4411,39033,28261,44558,32549,53690,47145,45471,19650,5365,9936,20184,9760,50996,38990,25333,5327,28331,54490,51067,46650,31302,25404,9038,50965,43663,3269,41025,50293,51510,41465,35928,14332,1188,49496,8900,48974,19013,20571,7332,12605,533,9153,19838,26870,48807,54485,8767,36525,42947,54897,8839,12811,4072,23409,27720,14723,49438,38978,14917,14079,15246,23615,54047,42178,8584,11724,54792,31344,48290,14493,14809,43056,48354,38762,2964,21891,48306,11663,9559,3374,5604,40779,22414
663	50628,37817,41545,4949,2997,41394,34018,11459,4942,23906,43459,39703,54749,16624,38701,50071,30215,18018,32198,44618,10208,528,35686,39618,52609,23751,44175,18124,36164,16060,10314,25349,8238,49360,52655,14542,37266,34930,12840,11024,50457,49044,34999,31403,11512,4775,35605,25338,33095,13699,20094,11561,28598,350,18912,32499,21338,36223,35238,11716,39556,6080,19781,17893,140,8886,36132,5180,40368,43125,50898,14321,34387,17797,9088,19758,2291,49219,46482,48501,47304,47664,52400,35155,8732,18158,40250,19731,26448,29752,16788,38741,17607,21909,2999,41742,36876,12350,48422,7969
283	7908,24789,11305,35583,11657,15152,48939,22699,54154,6900,32199,3007,19382,51977,751,51866,9490,50573,14990,40374,44979,9709,7537,25264,12731,47406,41816,19091,4734,17371,32290,21266,18277,14904,34968,49909,26752,22822,45269,13681,22150,7140,52174,5731,5439,53022,5800,25579,19225,6060,7373,5495,23064,20527,872,47949,16152,15141,31754,6413,4929,11335,33455,35178,21842,54863,19871,29749,39966,16420,3703,2740,6775,11684,34255,14538,8010,52983,24661,20537,54222,3934,48286,3892,41963,31233,42523,20743,22910,46369,21240,6054,10112,20046,50988,6353,12198,23774,6232,44089
